exoplanet_id,name,woeid,foundry
XO-2 b,XO-2 b,35310449,http://www.brooklynintegers.com/
XO-4 b,XO-4 b,35310451,http://www.brooklynintegers.com/
55 Cnc c,55 Cnc c,37155339,http://www.londonintegers.com/
55 Cnc d,55 Cnc d,37155348,http://www.londonintegers.com/
7 CMa b,7 CMa b,37155357,http://www.londonintegers.com/
CFBDS 1458 b,CFBDS 1458 b,37155366,http://www.londonintegers.com/
CHXR 73 b,CHXR 73 b,37155375,http://www.londonintegers.com/
CoRoT-17 b,CoRoT-17 b,37155384,http://www.londonintegers.com/
CoRoT-5 b,CoRoT-5 b,37155393,http://www.londonintegers.com/
CoRoT-6 b,CoRoT-6 b,37155402,http://www.londonintegers.com/
eps Tau b,eps Tau b,37155411,http://www.londonintegers.com/
Gliese 317 c,Gliese 317 c,37155420,http://www.londonintegers.com/
Gliese 581 d,Gliese 581 d,37155429,http://www.londonintegers.com/
Gliese 667C c,Gliese 667C c,37155438,http://www.londonintegers.com/
Gliese 785 b,Gliese 785 b,37155447,http://www.londonintegers.com/
HAT-P-17 b,HAT-P-17 b,37155456,http://www.londonintegers.com/
HAT-P-2 b,HAT-P-2 b,37155465,http://www.londonintegers.com/
HAT-P-32 b,HAT-P-32 b,37155474,http://www.londonintegers.com/
HAT-P-4 b,HAT-P-4 b,37155483,http://www.londonintegers.com/
HD 10180 d,HD 10180 d,37155492,http://www.londonintegers.com/
HD 10180 h,HD 10180 h,37155501,http://www.londonintegers.com/
HD 101930 b,HD 101930 b,37155510,http://www.londonintegers.com/
HD 103197 b,HD 103197 b,37155519,http://www.londonintegers.com/
HD 10647 b,HD 10647 b,37155528,http://www.londonintegers.com/
HD 10697 b,HD 10697 b,37155537,http://www.londonintegers.com/
HD 141937 b,HD 141937 b,37155546,http://www.londonintegers.com/
HD 145377 b,HD 145377 b,37155555,http://www.londonintegers.com/
HD 149026 b,HD 149026 b,37155564,http://www.londonintegers.com/
HD 156668 b,HD 156668 b,37155573,http://www.londonintegers.com/
HD 175167 b,HD 175167 b,37155582,http://www.londonintegers.com/
HD 176051 b,HD 176051 b,37155591,http://www.londonintegers.com/
HD 177830 b,HD 177830 b,37155600,http://www.londonintegers.com/
HD 179949 b,HD 179949 b,37155609,http://www.londonintegers.com/
HD 183263 b,HD 183263 b,37155618,http://www.londonintegers.com/
HD 187123 b,HD 187123 b,37155627,http://www.londonintegers.com/
HD 187123 c,HD 187123 c,37155636,http://www.londonintegers.com/
HD 192699 b,HD 192699 b,37155645,http://www.londonintegers.com/
HD 20003 c,HD 20003 c,37155654,http://www.londonintegers.com/
HD 205739 b,HD 205739 b,37155663,http://www.londonintegers.com/
HD 20794 c,HD 20794 c,37155672,http://www.londonintegers.com/
HD 209458 b,HD 209458 b,37155681,http://www.londonintegers.com/
HD 215497 b,HD 215497 b,37155690,http://www.londonintegers.com/
HD 21693 c,HD 21693 c,37155699,http://www.londonintegers.com/
HD 217107 b,HD 217107 b,37155708,http://www.londonintegers.com/
HD 220689 b,HD 220689 b,37155717,http://www.londonintegers.com/
HD 23127 b,HD 23127 b,37155726,http://www.londonintegers.com/
HD 39091 b,HD 39091 b,37155735,http://www.londonintegers.com/
HD 39194 b,HD 39194 b,37155744,http://www.londonintegers.com/
HD 43197 b,HD 43197 b,37155753,http://www.londonintegers.com/
HD 60532 c,HD 60532 c,37155762,http://www.londonintegers.com/
HD 7449 b,HD 7449 b,37155771,http://www.londonintegers.com/
HD 79498 b,HD 79498 b,37155780,http://www.londonintegers.com/
HD 80606 b,HD 80606 b,37155789,http://www.londonintegers.com/
HD 8535 b,HD 8535 b,37155798,http://www.londonintegers.com/
HD 9446 c,HD 9446 c,37155807,http://www.londonintegers.com/
HD 9578 b,HD 9578 b,37155816,http://www.londonintegers.com/
HD 96700 b,HD 96700 b,37155825,http://www.londonintegers.com/
HD 97658 b,HD 97658 b,37155834,http://www.londonintegers.com/
HD 98219 b,HD 98219 b,37155843,http://www.londonintegers.com/
HIP 11952 b,HIP 11952 b,37155852,http://www.londonintegers.com/
HIP 11952 c,HIP 11952 c,37155861,http://www.londonintegers.com/
HIP 13044 b,HIP 13044 b,37155870,http://www.londonintegers.com/
HIP 14810 b,HIP 14810 b,37155879,http://www.londonintegers.com/
HIP 14810 d,HIP 14810 d,37155888,http://www.londonintegers.com/
HIP 5158 b,HIP 5158 b,37155897,http://www.londonintegers.com/
HIP 57050 b,HIP 57050 b,37155906,http://www.londonintegers.com/
HIP 57274 b,HIP 57274 b,37155915,http://www.londonintegers.com/
HIP 57274 c,HIP 57274 c,37155924,http://www.londonintegers.com/
HIP 78530 b,HIP 78530 b,37155933,http://www.londonintegers.com/
HN Peg b,HN Peg b,37155942,http://www.londonintegers.com/
HR 8799 b,HR 8799 b,37155951,http://www.londonintegers.com/
HR 8799 c,HR 8799 c,37155960,http://www.londonintegers.com/
HR 8799 d,HR 8799 d,37155969,http://www.londonintegers.com/
HU Aqr(AB) c,HU Aqr(AB) c,37155978,http://www.londonintegers.com/
Kepler-10 b,Kepler-10 b,37155987,http://www.londonintegers.com/
Kepler-11 b,Kepler-11 b,37155996,http://www.londonintegers.com/
Kepler-11 f,Kepler-11 f,37156005,http://www.londonintegers.com/
Kepler-14 b,Kepler-14 b,37156014,http://www.londonintegers.com/
Kepler-16 (AB) b,Kepler-16 (AB) b,37156023,http://www.londonintegers.com/
Kepler-18 b,Kepler-18 b,37156032,http://www.londonintegers.com/
Kepler-20 b,Kepler-20 b,37156041,http://www.londonintegers.com/
Kepler-20 d,Kepler-20 d,37156050,http://www.londonintegers.com/
Kepler-21 b,Kepler-21 b,37156059,http://www.londonintegers.com/
Kepler-23 b,Kepler-23 b,37156068,http://www.londonintegers.com/
Kepler-24 b,Kepler-24 b,37156077,http://www.londonintegers.com/
Kepler-25 b,Kepler-25 b,37156086,http://www.londonintegers.com/
Kepler-29 b,Kepler-29 b,37156095,http://www.londonintegers.com/
Kepler-30 b,Kepler-30 b,37156104,http://www.londonintegers.com/
Kepler-30 c,Kepler-30 c,37156113,http://www.londonintegers.com/
Kepler-30 d,Kepler-30 d,37156122,http://www.londonintegers.com/
Kepler-32 b,Kepler-32 b,37156131,http://www.londonintegers.com/
Kepler-33 b,Kepler-33 b,37156140,http://www.londonintegers.com/
Kepler-33 d,Kepler-33 d,37156149,http://www.londonintegers.com/
Kepler-33 e,Kepler-33 e,37156158,http://www.londonintegers.com/
Kepler-34(AB) b,Kepler-34(AB) b,37156167,http://www.londonintegers.com/
Kepler-35(AB) b,Kepler-35(AB) b,37156176,http://www.londonintegers.com/
Kepler-49 b,Kepler-49 b,37156185,http://www.londonintegers.com/
Kepler-50 c,Kepler-50 c,37156194,http://www.londonintegers.com/
Kepler-51 b,Kepler-51 b,37156203,http://www.londonintegers.com/
Kepler-52 b,Kepler-52 b,37156212,http://www.londonintegers.com/
Kepler-52 c,Kepler-52 c,37156221,http://www.londonintegers.com/
Kepler-53 c,Kepler-53 c,37156230,http://www.londonintegers.com/
Kepler-54 b,Kepler-54 b,37156239,http://www.londonintegers.com/
Kepler-57 b,Kepler-57 b,37156248,http://www.londonintegers.com/
Kepler-59 b,Kepler-59 b,37156257,http://www.londonintegers.com/
Kepler-59 c,Kepler-59 c,37156266,http://www.londonintegers.com/
Kepler-8 b,Kepler-8 b,37156275,http://www.londonintegers.com/
Kepler-9 b,Kepler-9 b,37156284,http://www.londonintegers.com/
Kepler-9 d,Kepler-9 d,37156293,http://www.londonintegers.com/
KOI-196 b,KOI-196 b,37156302,http://www.londonintegers.com/
KOI-200 b,KOI-200 b,37156311,http://www.londonintegers.com/
KOI-202 b,KOI-202 b,37156320,http://www.londonintegers.com/
KOI-428 b,KOI-428 b,37156329,http://www.londonintegers.com/
KOI-961 b,KOI-961 b,37156338,http://www.londonintegers.com/
LKCA 15 b,LKCA 15 b,37156347,http://www.londonintegers.com/
MOA-2009-BLG-387L b,MOA-2009-BLG-387L b,37156356,http://www.londonintegers.com/
mu Ara e,mu Ara e,37156365,http://www.londonintegers.com/
NGC 4349 No 127 b,NGC 4349 No 127 b,37156374,http://www.londonintegers.com/
NN Ser (ab) c,NN Ser (ab) c,37156383,http://www.londonintegers.com/
nu Oph b,nu Oph b,37156392,http://www.londonintegers.com/
NY Vir b,NY Vir b,37156401,http://www.londonintegers.com/
OGLE-05-169L b,OGLE-05-169L b,37156410,http://www.londonintegers.com/
OGLE-05-390L b,OGLE-05-390L b,37156419,http://www.londonintegers.com/
OGLE-06-109L b,OGLE-06-109L b,37156428,http://www.londonintegers.com/
OGLE-TR-132 b,OGLE-TR-132 b,37156437,http://www.londonintegers.com/
OGLE-TR-182 b,OGLE-TR-182 b,37156446,http://www.londonintegers.com/
Oph 11 b,Oph 11 b,37156455,http://www.londonintegers.com/
Qatar-2 b,Qatar-2 b,37156464,http://www.londonintegers.com/
Ross 458(AB) c,Ross 458(AB) c,37156473,http://www.londonintegers.com/
SR 12 AB c,SR 12 AB c,37156482,http://www.londonintegers.com/
SWEEPS-11,SWEEPS-11,37156491,http://www.londonintegers.com/
TrES-1,TrES-1,37156500,http://www.londonintegers.com/
TrES-3,TrES-3,37156509,http://www.londonintegers.com/
ups And b,ups And b,37156518,http://www.londonintegers.com/
ups And c,ups And c,37156527,http://www.londonintegers.com/
ups And e,ups And e,37156536,http://www.londonintegers.com/
WASP-12 b,WASP-12 b,37156545,http://www.londonintegers.com/
WASP-19 b,WASP-19 b,37156554,http://www.londonintegers.com/
WASP-23 b,WASP-23 b,37156563,http://www.londonintegers.com/
WASP-25 b,WASP-25 b,37156572,http://www.londonintegers.com/
WASP-26 b,WASP-26 b,37156581,http://www.londonintegers.com/
WASP-3 b,WASP-3 b,37156590,http://www.londonintegers.com/
WASP-31 b,WASP-31 b,37156599,http://www.londonintegers.com/
WASP-32 b,WASP-32 b,37156608,http://www.londonintegers.com/
WASP-36 b,WASP-36 b,37156617,http://www.londonintegers.com/
WASP-4 b,WASP-4 b,37156626,http://www.londonintegers.com/
WASP-48 b,WASP-48 b,37156635,http://www.londonintegers.com/
WASP-49 b,WASP-49 b,37156644,http://www.londonintegers.com/
WASP-55 b,WASP-55 b,37156653,http://www.londonintegers.com/
WASP-56 b,WASP-56 b,37156662,http://www.londonintegers.com/
WASP-58 b,WASP-58 b,37156671,http://www.londonintegers.com/
WASP-6 b,WASP-6 b,37156680,http://www.londonintegers.com/
WASP-61 b,WASP-61 b,37156689,http://www.londonintegers.com/
WASP-67 b,WASP-67 b,37156698,http://www.londonintegers.com/
WASP-70 b,WASP-70 b,37156707,http://www.londonintegers.com/
WASP-79 b,WASP-79 b,37156716,http://www.londonintegers.com/
WD 0806-661B b,WD 0806-661B b,37156725,http://www.londonintegers.com/
XO-5 b,XO-5 b,37156734,http://www.londonintegers.com/
